id;adecuacion_poder_ejecutivo;created_at;updated_at;fecha_adecuacion_poder_ejecutivo;numero_adecuacion_poder_ejecutivo
5123;NULL;2016-06-17 16:28:23.697;2016-06-17 16:28:23.697;NULL;
5145;NULL;2016-06-17 17:52:58.317;2016-06-17 17:52:58.317;NULL;
5146;NULL;2016-06-17 19:14:41.420;2016-06-17 19:14:41.420;NULL;
5150;NULL;2016-06-17 19:22:48.907;2016-06-17 19:22:48.907;NULL;
5154;NULL;2016-06-17 19:27:32.140;2016-06-17 19:27:32.140;NULL;
5158;NULL;2016-06-17 19:32:20.657;2016-06-17 19:32:20.657;NULL;
5163;NULL;2016-06-17 19:41:13.173;2016-06-17 19:41:13.173;NULL;
5165;NULL;2016-06-17 19:43:46.347;2016-06-17 19:43:46.347;NULL;
5173;NULL;2016-06-17 19:49:03.657;2016-06-17 19:49:03.657;NULL;
5178;NULL;2016-06-17 19:57:38.677;2016-06-17 19:57:38.677;NULL;
5199;NULL;2016-06-17 20:47:52.573;2016-06-17 20:47:52.573;NULL;
5202;NULL;2016-06-17 20:55:28.620;2016-06-17 20:55:28.620;NULL;
5211;NULL;2016-06-17 21:35:38.407;2016-06-17 21:35:38.407;NULL;
5212;NULL;2016-06-17 21:36:25.373;2016-06-17 21:36:25.373;NULL;
5213;NULL;2016-06-17 21:38:20.017;2016-06-17 21:38:20.017;NULL;
5214;NULL;2016-06-17 21:39:38.577;2016-06-17 21:39:38.577;NULL;
5215;NULL;2016-06-17 21:40:38.030;2016-06-17 21:40:38.030;NULL;
5216;NULL;2016-06-17 21:41:39.047;2016-06-17 21:41:39.047;NULL;
5217;NULL;2016-06-17 21:42:38.093;2016-06-17 21:42:38.093;NULL;
5218;NULL;2016-06-17 21:43:23.983;2016-06-17 21:43:23.983;NULL;
5219;NULL;2016-06-17 21:44:09.390;2016-06-17 21:44:09.390;NULL;
5220;NULL;2016-06-17 21:45:00.953;2016-06-17 21:45:00.953;NULL;
5223;NULL;2016-06-17 21:46:33.533;2016-06-17 21:46:33.533;NULL;
5224;NULL;2016-06-17 21:47:30.047;2016-06-17 21:47:30.047;NULL;
5225;NULL;2016-06-17 21:48:28.797;2016-06-17 21:48:28.797;NULL;
5226;NULL;2016-06-17 21:49:38.970;2016-06-17 21:49:38.970;NULL;
5227;NULL;2016-06-17 21:57:54.047;2016-06-17 21:57:54.047;0001-01-01;
5228;NULL;2016-06-17 21:59:11.423;2016-06-17 21:59:11.423;0001-01-01;
5231;NULL;2016-06-17 22:58:08.213;2016-06-17 22:58:08.213;NULL;
5232;NULL;2016-06-17 23:00:47.400;2016-06-17 23:00:47.400;NULL;
5269;NULL;2016-06-20 17:35:13.287;2016-06-20 17:35:13.287;NULL;
5285;NULL;2016-06-20 19:45:13.223;2016-06-20 19:45:13.223;0001-01-01;
5307;NULL;2016-06-20 21:05:55.513;2016-06-20 21:05:55.513;NULL;
5308;NULL;2016-06-20 21:06:49.903;2016-06-20 21:06:49.903;NULL;
5310;NULL;2016-06-20 21:13:11.903;2016-06-20 21:13:11.903;NULL;
5313;NULL;2016-06-20 21:19:20.357;2016-06-20 21:19:20.357;0001-01-01;
5314;NULL;2016-06-20 21:21:31.797;2016-06-20 21:21:31.797;0001-01-01;
5315;NULL;2016-06-20 21:22:28.123;2016-06-20 21:22:28.123;0001-01-01;
5316;NULL;2016-06-20 21:22:46.170;2016-06-20 21:22:46.170;NULL;
5317;NULL;2016-06-20 21:23:13.077;2016-06-20 21:23:13.077;0001-01-01;
5318;NULL;2016-06-20 21:23:14.360;2016-06-20 21:23:14.360;0001-01-01;
5319;NULL;2016-06-20 21:24:07.593;2016-06-20 21:24:07.593;0001-01-01;
5320;NULL;2016-06-20 21:24:51.187;2016-06-20 21:24:51.187;0001-01-01;
5321;NULL;2016-06-20 21:25:52.563;2016-06-20 21:25:52.563;0001-01-01;
5322;NULL;2016-06-20 21:26:10.000;2016-06-20 21:26:10.000;NULL;
5323;NULL;2016-06-20 21:26:26.047;2016-06-20 21:26:26.047;0001-01-01;
5324;NULL;2016-06-20 21:26:37.297;2016-06-20 21:26:37.297;0001-01-01;
5325;NULL;2016-06-20 21:26:54.313;2016-06-20 21:26:54.313;0001-01-01;
5328;NULL;2016-06-21 14:13:37.873;2016-06-21 14:13:37.873;0001-01-01;
5329;NULL;2016-06-21 14:15:32.030;2016-06-21 14:15:32.030;0001-01-01;
5331;NULL;2016-06-21 14:18:15.967;2016-06-21 14:18:15.967;NULL;
5332;NULL;2016-06-21 14:19:25.797;2016-06-21 14:19:25.797;NULL;
5335;NULL;2016-06-21 14:21:38.780;2016-06-21 14:21:38.780;NULL;
5336;NULL;2016-06-21 14:22:22.907;2016-06-21 14:22:22.907;NULL;
5337;NULL;2016-06-21 14:24:05.250;2016-06-21 14:24:05.250;NULL;
5340;NULL;2016-06-21 14:26:25.187;2016-06-21 14:26:25.187;NULL;
5345;NULL;2016-06-21 14:32:13.563;2016-06-21 14:32:13.563;NULL;
5347;NULL;2016-06-21 14:34:19.717;2016-06-21 14:34:19.717;NULL;
5352;NULL;2016-06-21 14:37:07.173;2016-06-21 14:37:07.173;NULL;
5353;NULL;2016-06-21 14:37:35.360;2016-06-21 14:37:35.360;NULL;
5355;NULL;2016-06-21 14:39:53.767;2016-06-21 14:39:53.767;NULL;
6328;NULL;2016-06-21 16:21:31.283;2016-06-21 16:21:31.283;NULL;
6329;NULL;2016-06-21 16:23:13.847;2016-06-21 16:23:13.847;NULL;
6330;NULL;2016-06-21 16:24:34.657;2016-06-21 16:24:34.657;NULL;
6332;NULL;2016-06-21 16:28:25.253;2016-06-21 16:28:25.253;NULL;
6333;NULL;2016-06-21 16:34:07.737;2016-06-21 16:34:07.737;NULL;
6334;NULL;2016-06-21 16:36:44.143;2016-06-21 16:36:44.143;NULL;
6336;NULL;2016-06-21 16:38:34.393;2016-06-21 16:38:34.393;NULL;
6337;NULL;2016-06-21 16:40:50.753;2016-06-21 16:40:50.753;NULL;
6341;NULL;2016-06-21 16:53:26.287;2016-06-21 16:53:26.287;NULL;
6343;NULL;2016-06-21 17:10:55.227;2016-06-21 17:10:55.227;NULL;
6344;NULL;2016-06-21 17:15:34.587;2016-06-21 17:15:34.587;NULL;
6346;NULL;2016-06-21 17:16:38.507;2016-06-21 17:16:38.507;NULL;
6356;NULL;2016-06-21 17:29:06.493;2016-06-21 17:29:06.493;0001-01-01;
6357;NULL;2016-06-21 17:30:01.260;2016-06-21 17:30:01.260;0001-01-01;
6359;NULL;2016-06-21 17:30:54.887;2016-06-21 17:30:54.887;0001-01-01;
6361;NULL;2016-06-21 17:32:25.743;2016-06-21 17:32:25.743;0001-01-01;
6362;NULL;2016-06-21 17:33:33.213;2016-06-21 17:33:33.213;0001-01-01;
6363;NULL;2016-06-21 18:47:40.393;2016-06-21 18:47:40.393;NULL;
6368;NULL;2016-06-21 18:56:17.800;2016-06-21 18:56:17.800;NULL;
6370;NULL;2016-06-21 18:57:03.630;2016-06-21 18:57:03.630;NULL;
6371;NULL;2016-06-21 18:57:25.287;2016-06-21 18:57:25.287;NULL;
6372;NULL;2016-06-21 18:58:18.897;2016-06-21 18:58:18.897;NULL;
6373;NULL;2016-06-21 19:00:59.660;2016-06-21 19:00:59.660;0001-01-01;
6374;NULL;2016-06-21 19:03:06.677;2016-06-21 19:03:06.677;NULL;
6383;NULL;2016-06-21 19:12:48.380;2016-06-21 19:12:48.380;NULL;
6388;NULL;2016-06-21 19:29:29.883;2016-06-21 19:29:29.883;NULL;
6389;NULL;2016-06-21 19:30:10.617;2016-06-21 19:30:10.617;NULL;
6390;NULL;2016-06-21 19:30:16.133;2016-06-21 19:30:16.133;NULL;
6391;NULL;2016-06-21 19:32:47.383;2016-06-21 19:32:47.383;NULL;
6392;NULL;2016-06-21 19:35:34.993;2016-06-21 19:35:34.993;NULL;
6397;NULL;2016-06-21 19:42:16.040;2016-06-21 19:42:16.040;NULL;
6398;NULL;2016-06-21 19:45:36.213;2016-06-21 19:45:36.213;NULL;
6399;NULL;2016-06-21 19:46:47.353;2016-06-21 19:46:47.353;NULL;
6400;NULL;2016-06-21 19:49:36.247;2016-06-21 19:49:36.247;NULL;
6401;NULL;2016-06-21 19:51:08.777;2016-06-21 19:51:08.777;NULL;
6402;NULL;2016-06-21 19:57:40.200;2016-06-21 19:57:40.200;NULL;
6403;NULL;2016-06-21 20:04:22.700;2016-06-21 20:04:22.700;NULL;
6404;NULL;2016-06-21 20:06:17.887;2016-06-21 20:06:17.887;NULL;
6405;NULL;2016-06-21 20:07:53.217;2016-06-21 20:07:53.217;NULL;
6406;NULL;2016-06-21 20:08:39.670;2016-06-21 20:08:39.670;NULL;
6407;NULL;2016-06-21 20:12:29.107;2016-06-21 20:12:29.107;NULL;
6408;NULL;2016-06-21 20:13:32.373;2016-06-21 20:13:32.373;NULL;
6409;NULL;2016-06-21 20:16:30.390;2016-06-21 20:16:30.390;NULL;
6410;NULL;2016-06-21 20:17:35.827;2016-06-21 20:17:35.827;NULL;
6412;NULL;2016-06-21 20:21:23.607;2016-06-21 20:21:23.607;NULL;
6413;NULL;2016-06-21 20:28:52.623;2016-06-21 20:28:52.623;NULL;
6414;NULL;2016-06-21 20:30:24.423;2016-06-21 20:30:24.423;NULL;
6415;NULL;2016-06-21 20:31:35.750;2016-06-21 20:31:35.750;NULL;
6416;NULL;2016-06-21 20:32:57.937;2016-06-21 20:32:57.937;NULL;
6417;NULL;2016-06-21 20:33:46.767;2016-06-21 20:33:46.767;NULL;
6418;NULL;2016-06-21 20:34:45.750;2016-06-21 20:34:45.750;NULL;
6419;NULL;2016-06-21 20:35:43.593;2016-06-21 20:35:43.593;NULL;
6420;NULL;2016-06-21 20:35:59.127;2016-06-21 20:35:59.127;NULL;
6421;NULL;2016-06-21 20:36:28.673;2016-06-21 20:36:28.673;NULL;
6422;NULL;2016-06-21 20:42:34.563;2016-06-21 20:42:34.563;NULL;
6423;NULL;2016-06-21 20:44:28.143;2016-06-21 20:44:28.143;NULL;
6424;NULL;2016-06-21 20:47:12.987;2016-06-21 20:47:12.987;NULL;
6425;NULL;2016-06-21 20:47:54.907;2016-06-21 20:47:54.907;NULL;
6427;NULL;2016-06-21 20:48:48.627;2016-06-21 20:48:48.627;NULL;
6428;NULL;2016-06-21 20:50:20.643;2016-06-21 20:50:20.643;NULL;
6429;NULL;2016-06-21 20:51:03.860;2016-06-21 20:51:03.860;NULL;
6430;NULL;2016-06-21 20:52:02.143;2016-06-21 20:52:02.143;NULL;
6431;NULL;2016-06-21 20:53:06.863;2016-06-21 20:53:06.863;NULL;
6434;NULL;2016-06-21 21:06:15.237;2016-06-21 21:06:15.237;NULL;
6435;NULL;2016-06-21 21:08:02.443;2016-06-21 21:08:02.443;NULL;
6437;NULL;2016-06-21 21:09:33.520;2016-06-21 21:09:33.520;NULL;
6439;NULL;2016-06-21 21:10:43.693;2016-06-21 21:10:43.693;NULL;
6440;NULL;2016-06-21 21:11:27.253;2016-06-21 21:11:27.253;NULL;
6443;NULL;2016-06-21 21:13:47.787;2016-06-21 21:13:47.787;NULL;
6445;NULL;2016-06-21 21:14:42.410;2016-06-21 21:14:42.410;NULL;
6447;NULL;2016-06-21 21:16:23.350;2016-06-21 21:16:23.350;NULL;
6452;NULL;2016-06-21 21:23:59.350;2016-06-21 21:23:59.350;NULL;
6458;NULL;2016-06-21 21:26:54.367;2016-06-21 21:26:54.367;NULL;
6459;NULL;2016-06-21 21:27:20.647;2016-06-21 21:27:20.647;NULL;
6461;NULL;2016-06-21 21:28:12.850;2016-06-21 21:28:12.850;NULL;
6463;NULL;2016-06-21 21:30:02.137;2016-06-21 21:30:02.137;NULL;
6464;NULL;2016-06-21 21:31:06.727;2016-06-21 21:31:06.727;NULL;
6465;NULL;2016-06-21 21:35:23.697;2016-06-21 21:35:23.697;NULL;
6466;NULL;2016-06-21 22:16:52.450;2016-06-21 22:16:52.450;NULL;
6468;NULL;2016-06-21 22:17:28.917;2016-06-21 22:17:28.917;NULL;
6470;NULL;2016-06-21 22:20:02.873;2016-06-21 22:20:02.873;NULL;
6471;NULL;2016-06-21 22:20:05.513;2016-06-21 22:20:05.513;0001-01-01;
6472;NULL;2016-06-21 22:22:03.403;2016-06-21 22:22:03.403;NULL;
6473;NULL;2016-06-21 22:22:09.763;2016-06-21 22:22:09.763;NULL;
6474;NULL;2016-06-21 22:22:29.607;2016-06-21 22:22:29.607;0001-01-01;
6475;NULL;2016-06-21 22:22:49.637;2016-06-21 22:22:49.637;NULL;
6476;NULL;2016-06-21 22:22:56.527;2016-06-21 22:22:56.527;NULL;
6477;NULL;2016-06-21 22:26:24.810;2016-06-21 22:26:24.810;NULL;
6479;NULL;2016-06-21 22:28:31.217;2016-06-21 22:28:31.217;NULL;
6480;NULL;2016-06-21 22:28:55.810;2016-06-21 22:28:55.810;NULL;
6481;NULL;2016-06-21 22:29:47.153;2016-06-21 22:29:47.153;NULL;
6482;NULL;2016-06-21 22:29:52.047;2016-06-21 22:29:52.047;NULL;
6483;NULL;2016-06-21 22:30:28.437;2016-06-21 22:30:28.437;NULL;
6484;NULL;2016-06-21 22:31:06.733;2016-06-21 22:31:06.733;NULL;
6485;NULL;2016-06-21 22:31:11.390;2016-06-21 22:31:11.390;NULL;
6486;NULL;2016-06-21 22:31:58.407;2016-06-21 22:31:58.407;0001-01-01;
6487;NULL;2016-06-21 22:32:55.217;2016-06-21 22:32:55.217;NULL;
6489;NULL;2016-06-21 22:33:29.420;2016-06-21 22:33:29.420;0001-01-01;
6490;NULL;2016-06-21 22:33:36.780;2016-06-21 22:33:36.780;NULL;
6491;NULL;2016-06-21 22:34:39.123;2016-06-21 22:34:39.123;0001-01-01;
6492;NULL;2016-06-21 22:34:56.250;2016-06-21 22:34:56.250;NULL;
6493;NULL;2016-06-21 22:35:38.857;2016-06-21 22:35:38.857;0001-01-01;
6495;NULL;2016-06-21 22:38:19.967;2016-06-21 22:38:19.967;0001-01-01;
6496;NULL;2016-06-21 22:39:14.233;2016-06-21 22:39:14.233;NULL;
6497;NULL;2016-06-21 22:40:45.657;2016-06-21 22:40:45.657;0001-01-01;
6498;NULL;2016-06-21 22:41:10.047;2016-06-21 22:41:10.047;NULL;
6499;NULL;2016-06-21 22:42:00.140;2016-06-21 22:42:00.140;NULL;
6500;NULL;2016-06-21 22:42:44.937;2016-06-21 22:42:44.937;NULL;
6501;NULL;2016-06-21 22:44:26.203;2016-06-21 22:44:26.203;NULL;
6502;NULL;2016-06-21 22:45:42.937;2016-06-21 22:45:42.937;NULL;
6503;NULL;2016-06-21 22:47:47.017;2016-06-21 22:47:47.017;NULL;
6504;NULL;2016-06-21 22:49:34.953;2016-06-21 22:49:34.953;NULL;
6505;NULL;2016-06-21 22:51:18.330;2016-06-21 22:51:18.330;NULL;
6506;NULL;2016-06-21 22:57:25.453;2016-06-21 22:57:25.453;NULL;
6507;NULL;2016-06-22 13:45:50.683;2016-06-22 13:45:50.683;0001-01-01;
6508;NULL;2016-06-22 13:46:32.230;2016-06-22 13:46:32.230;0001-01-01;
6509;NULL;2016-06-22 13:47:16.903;2016-06-22 13:47:16.903;0001-01-01;
6510;NULL;2016-06-22 13:48:02.077;2016-06-22 13:48:02.077;0001-01-01;
6511;NULL;2016-06-22 13:49:07.840;2016-06-22 13:49:07.840;0001-01-01;
6512;NULL;2016-06-22 13:49:59.637;2016-06-22 13:49:59.637;0001-01-01;
6513;NULL;2016-06-22 13:50:42.513;2016-06-22 13:50:42.513;0001-01-01;
6514;NULL;2016-06-22 13:51:17.590;2016-06-22 13:51:17.590;NULL;
6515;NULL;2016-06-22 13:52:08.340;2016-06-22 13:52:08.340;NULL;
6516;NULL;2016-06-22 13:53:35.873;2016-06-22 13:53:35.873;NULL;
6517;NULL;2016-06-22 13:53:58.607;2016-06-22 13:53:58.607;NULL;
6518;NULL;2016-06-22 13:54:47.887;2016-06-22 13:54:47.887;NULL;
6519;NULL;2016-06-22 13:55:46.030;2016-06-22 13:55:46.030;NULL;
6520;NULL;2016-06-22 13:56:21.840;2016-06-22 13:56:21.840;NULL;
6521;NULL;2016-06-22 13:57:06.793;2016-06-22 13:57:06.793;NULL;
6522;NULL;2016-06-22 13:57:44.670;2016-06-22 13:57:44.670;NULL;
6523;NULL;2016-06-22 13:58:46.653;2016-06-22 13:58:46.653;NULL;
6524;NULL;2016-06-22 14:00:09.903;2016-06-22 14:00:09.903;NULL;
6525;NULL;2016-06-22 14:00:47.623;2016-06-22 14:00:47.623;NULL;
6526;NULL;2016-06-22 14:01:37.890;2016-06-22 14:01:37.890;NULL;
6527;NULL;2016-06-22 14:02:45.357;2016-06-22 14:02:45.357;NULL;
6528;NULL;2016-06-22 14:04:32.810;2016-06-22 14:04:32.810;NULL;
6529;NULL;2016-06-22 14:05:12.907;2016-06-22 14:05:12.907;NULL;
6530;NULL;2016-06-22 14:06:28.890;2016-06-22 14:06:28.890;NULL;
6531;NULL;2016-06-22 14:07:46.407;2016-06-22 14:07:46.407;NULL;
6532;NULL;2016-06-22 14:08:30.953;2016-06-22 14:08:30.953;NULL;
6533;NULL;2016-06-22 14:09:20.733;2016-06-22 14:09:20.733;NULL;
6534;NULL;2016-06-22 14:09:41.687;2016-06-22 14:09:41.687;NULL;
6535;NULL;2016-06-22 14:10:21.593;2016-06-22 14:10:21.593;NULL;
6536;NULL;2016-06-22 14:10:56.657;2016-06-22 14:10:56.657;NULL;
6537;NULL;2016-06-22 14:11:37.750;2016-06-22 14:11:37.750;NULL;
6539;NULL;2016-06-22 14:13:38.110;2016-06-22 14:13:38.110;NULL;
6540;NULL;2016-06-22 14:14:44.530;2016-06-22 14:14:44.530;NULL;
6541;NULL;2016-06-22 14:15:23.657;2016-06-22 14:15:23.657;NULL;
6542;NULL;2016-06-22 14:16:03.140;2016-06-22 14:16:03.140;NULL;
6543;NULL;2016-06-22 14:16:18.843;2016-06-22 14:16:18.843;NULL;
6544;NULL;2016-06-22 14:16:45.827;2016-06-22 14:16:45.827;NULL;
6545;NULL;2016-06-22 14:17:09.233;2016-06-22 14:17:09.233;NULL;
6546;NULL;2016-06-22 14:17:33.923;2016-06-22 14:17:33.923;NULL;
6548;NULL;2016-06-22 14:18:30.140;2016-06-22 14:18:30.140;NULL;
6549;NULL;2016-06-22 14:18:59.063;2016-06-22 14:18:59.063;NULL;
6550;NULL;2016-06-22 14:19:11.563;2016-06-22 14:19:11.563;NULL;
6551;NULL;2016-06-22 14:19:47.953;2016-06-22 14:19:47.953;NULL;
6552;NULL;2016-06-22 14:20:00.487;2016-06-22 14:20:00.487;NULL;
6553;NULL;2016-06-22 14:20:43.127;2016-06-22 14:20:43.127;0001-01-01;
6554;NULL;2016-06-22 14:21:09.737;2016-06-22 14:21:09.737;NULL;
6556;NULL;2016-06-22 14:21:58.703;2016-06-22 14:21:58.703;NULL;
6557;NULL;2016-06-22 14:22:02.877;2016-06-22 14:22:02.877;NULL;
6558;NULL;2016-06-22 14:22:55.673;2016-06-22 14:22:55.673;NULL;
6559;NULL;2016-06-22 14:23:22.610;2016-06-22 14:23:22.610;NULL;
6560;NULL;2016-06-22 14:24:31.390;2016-06-22 14:24:31.390;NULL;
6561;NULL;2016-06-22 14:25:08.953;2016-06-22 14:25:08.953;0001-01-01;
6562;NULL;2016-06-22 14:25:22.470;2016-06-22 14:25:22.470;NULL;
6563;NULL;2016-06-22 14:26:16.187;2016-06-22 14:26:16.187;NULL;
6564;NULL;2016-06-22 14:27:55.877;2016-06-22 14:27:55.877;NULL;
6565;NULL;2016-06-22 14:30:13.237;2016-06-22 14:30:13.237;NULL;
6566;NULL;2016-06-22 14:31:07.097;2016-06-22 14:31:07.097;NULL;
6568;NULL;2016-06-22 15:06:49.583;2016-06-22 15:06:49.583;0001-01-01;
6569;NULL;2016-06-22 15:07:29.223;2016-06-22 15:07:29.223;0001-01-01;
6571;NULL;2016-06-22 15:09:06.677;2016-06-22 15:09:06.677;NULL;
6572;NULL;2016-06-22 15:09:49.913;2016-06-22 15:09:49.913;NULL;
6573;NULL;2016-06-22 15:10:27.990;2016-06-22 15:10:27.990;NULL;
6574;NULL;2016-06-22 15:14:39.070;2016-06-22 15:14:39.070;NULL;
6575;NULL;2016-06-22 15:15:22.037;2016-06-22 15:15:22.037;NULL;
6577;NULL;2016-06-22 15:17:11.943;2016-06-22 15:17:11.943;NULL;
6578;NULL;2016-06-22 15:17:58.460;2016-06-22 15:17:58.460;NULL;
6580;NULL;2016-06-22 15:20:49.523;2016-06-22 15:20:49.523;NULL;
6581;NULL;2016-06-22 15:21:29.523;2016-06-22 15:21:29.523;NULL;
6582;NULL;2016-06-22 15:22:11.367;2016-06-22 15:22:11.367;NULL;
6584;NULL;2016-06-22 15:23:06.947;2016-06-22 15:23:06.947;NULL;
6586;NULL;2016-06-22 15:24:14.540;2016-06-22 15:24:14.540;NULL;
6588;NULL;2016-06-22 15:24:49.383;2016-06-22 15:24:49.383;NULL;
6590;NULL;2016-06-22 15:25:31.947;2016-06-22 15:25:31.947;NULL;
6591;NULL;2016-06-22 15:26:12.853;2016-06-22 15:26:12.853;NULL;
6594;NULL;2016-06-22 15:30:39.367;2016-06-22 15:30:39.367;NULL;
6595;NULL;2016-06-22 15:33:38.430;2016-06-22 15:33:38.430;NULL;
6596;NULL;2016-06-22 15:34:13.697;2016-06-22 15:34:13.697;NULL;
6597;NULL;2016-06-22 15:34:56.510;2016-06-22 15:34:56.510;NULL;
6599;NULL;2016-06-22 15:36:21.150;2016-06-22 15:36:21.150;NULL;
6600;NULL;2016-06-22 15:39:08.383;2016-06-22 15:39:08.383;NULL;
6601;NULL;2016-06-22 15:40:30.400;2016-06-22 15:40:30.400;NULL;
6603;NULL;2016-06-22 15:41:31.697;2016-06-22 15:41:31.697;NULL;
6604;NULL;2016-06-22 15:43:02.993;2016-06-22 15:43:02.993;NULL;
6606;NULL;2016-06-22 15:44:56.917;2016-06-22 15:44:56.917;NULL;
6607;NULL;2016-06-22 15:45:55.683;2016-06-22 15:45:55.683;NULL;
6608;NULL;2016-06-22 15:47:22.760;2016-06-22 15:47:22.760;NULL;
6611;NULL;2016-06-22 15:51:53.323;2016-06-22 15:51:53.323;NULL;
6612;NULL;2016-06-22 15:52:47.433;2016-06-22 15:52:47.433;NULL;
6613;NULL;2016-06-22 16:01:10.997;2016-06-22 16:01:10.997;NULL;
6649;NULL;2016-06-22 20:19:41.200;2016-06-22 20:19:41.200;NULL;
6653;NULL;2016-06-22 21:10:42.643;2016-06-22 21:10:42.643;NULL;
6654;NULL;2016-06-22 21:16:01.157;2016-06-22 21:16:01.157;NULL;
6655;NULL;2016-06-22 21:24:43.020;2016-06-22 21:24:43.020;NULL;No hay Adecuación
6658;NULL;2016-06-22 22:01:49.460;2016-06-22 22:01:49.460;NULL;
6670;NULL;2016-06-22 22:16:46.930;2016-06-22 22:16:46.930;NULL;
6671;NULL;2016-06-22 22:17:11.337;2016-06-22 22:17:11.337;NULL;
6672;NULL;2016-06-22 22:19:04.400;2016-06-22 22:19:04.400;NULL;
6675;NULL;2016-06-22 22:22:46.337;2016-06-22 22:22:46.337;NULL;
6678;NULL;2016-06-22 22:25:23.540;2016-06-22 22:25:23.540;NULL;
6680;NULL;2016-06-22 22:26:13.963;2016-06-22 22:26:13.963;0001-01-01;
6687;NULL;2016-06-22 22:32:19.557;2016-06-22 22:32:19.557;NULL;
6690;NULL;2016-06-22 22:35:05.200;2016-06-22 22:35:05.200;NULL;
6691;NULL;2016-06-22 22:35:31.760;2016-06-22 22:35:31.760;NULL;
6693;NULL;2016-06-22 22:35:54.510;2016-06-22 22:35:54.510;NULL;
6695;NULL;2016-06-22 22:36:43.090;2016-06-22 22:36:43.090;NULL;
6698;NULL;2016-06-22 22:37:54.323;2016-06-22 22:37:54.323;NULL;
6700;NULL;2016-06-22 22:39:48.200;2016-06-22 22:39:48.200;NULL;
6703;NULL;2016-06-22 22:43:25.607;2016-06-22 22:43:25.607;NULL;
6709;NULL;2016-06-22 22:46:18.687;2016-06-22 22:46:18.687;NULL;
6711;NULL;2016-06-22 22:47:07.387;2016-06-22 22:47:07.387;NULL;
6712;NULL;2016-06-22 22:47:41.543;2016-06-22 22:47:41.543;NULL;
6716;NULL;2016-06-22 22:50:33.233;2016-06-22 22:50:33.233;NULL;
6717;NULL;2016-06-23 13:53:13.887;2016-06-23 13:53:13.887;NULL;
6720;NULL;2016-06-23 14:20:24.623;2016-06-23 14:20:24.623;NULL;
6721;NULL;2016-06-23 14:21:19.153;2016-06-23 14:21:19.153;NULL;
6722;NULL;2016-06-23 14:23:45.030;2016-06-23 14:23:45.030;NULL;
6763;NULL;2016-06-23 16:42:08.467;2016-06-23 16:42:08.467;0001-01-01;
6789;NULL;2016-06-23 17:34:07.157;2016-06-23 17:34:07.157;0001-01-01;
6790;NULL;2016-06-23 17:34:43.217;2016-06-23 17:34:43.217;0001-01-01;
6791;NULL;2016-06-23 17:35:15.873;2016-06-23 17:35:15.873;0001-01-01;
6792;NULL;2016-06-23 17:37:05.733;2016-06-23 17:37:05.733;0001-01-01;
6793;NULL;2016-06-23 18:43:55.990;2016-06-23 18:43:55.990;0001-01-01;
6794;NULL;2016-06-23 18:45:21.350;2016-06-23 18:45:21.350;0001-01-01;
6795;NULL;2016-06-23 18:46:23.227;2016-06-23 18:46:23.227;0001-01-01;
6798;NULL;2016-06-23 19:54:22.327;2016-06-23 19:54:22.327;NULL;
6799;NULL;2016-06-23 19:55:21.547;2016-06-23 19:55:21.547;NULL;
6800;NULL;2016-06-23 19:56:27.390;2016-06-23 19:56:27.390;NULL;
6801;NULL;2016-06-23 19:57:16.657;2016-06-23 19:57:16.657;NULL;
6802;NULL;2016-06-23 19:58:08.233;2016-06-23 19:58:08.233;NULL;
6803;NULL;2016-06-23 19:58:55.967;2016-06-23 19:58:55.967;NULL;
6804;NULL;2016-06-23 20:00:32.657;2016-06-23 20:00:32.657;NULL;
6805;NULL;2016-06-23 20:14:02.080;2016-06-23 20:14:02.080;NULL;
6806;NULL;2016-06-23 20:14:39.797;2016-06-23 20:14:39.797;NULL;
6807;NULL;2016-06-23 20:16:04.517;2016-06-23 20:16:04.517;NULL;
6808;NULL;2016-06-23 20:17:41.110;2016-06-23 20:17:41.110;NULL;
6816;NULL;2016-06-23 21:15:25.227;2016-06-23 21:15:25.227;NULL;
6818;NULL;2016-06-23 21:24:53.760;2016-06-23 21:24:53.760;NULL;
7815;NULL;2016-06-24 16:09:31.313;2016-06-24 16:09:31.313;NULL;
7821;NULL;2016-06-24 16:53:27.553;2016-06-24 16:53:27.553;NULL;
7824;NULL;2016-06-24 18:44:47.550;2016-06-24 18:44:47.550;0001-01-01;
7841;NULL;2016-06-24 19:00:17.333;2016-06-24 19:00:17.333;NULL;
7842;NULL;2016-06-24 19:00:55.553;2016-06-24 19:00:55.553;NULL;
7844;NULL;2016-06-24 19:03:47.007;2016-06-24 19:03:47.007;NULL;
7847;NULL;2016-06-24 19:07:32.350;2016-06-24 19:07:32.350;NULL;
7848;NULL;2016-06-24 19:09:01.617;2016-06-24 19:09:01.617;NULL;
7849;NULL;2016-06-24 19:10:16.570;2016-06-24 19:10:16.570;NULL;
7852;NULL;2016-06-24 19:12:49.553;2016-06-24 19:12:49.553;NULL;
7854;NULL;2016-06-24 19:16:43.413;2016-06-24 19:16:43.413;2015-05-07;ACUERDO EJECUTIVO N°076-2015-TEL-MICITT
7855;NULL;2016-06-24 19:24:55.963;2016-06-24 19:24:55.963;NULL;
7858;NULL;2016-06-24 19:29:43.260;2016-06-24 19:29:43.260;NULL;
7868;NULL;2016-06-24 20:43:19.847;2016-06-24 20:43:19.847;NULL;
7869;NULL;2016-06-24 20:44:01.033;2016-06-24 20:44:01.033;NULL;
